sgRNA	Gene	D0R1	D0R2	IVR1	IVR2	XENOR1	XENOR2	XENOR3	XENOR4	XENOR5
CCDC101_1844	CCDC101	0	1	527	320	15	0	1	0	1831
C9orf114_1534	C9orf114	0	1	229	180	0	7	270	0	0
USP38_11891	USP38	0	1	909	1248	92	42	0	25	4
CHRNA10_2325	CHRNA10	0	1	559	1037	0	1	0	31	0
KEAP1_6112	KEAP1	0	1	150	52	12	0	0	17	0
FGA_3643	FGA	0	1	88	68	148	0	0	0	1
YTHDC2_12288	YTHDC2	0	1	427	246	0	1	2723	456	11
PRDM4_8570	PRDM4	0	1	175	325	0	24	0	0	0
TRPM8_11530	TRPM8	0	1	790	601	27	13	0	1	0
KDM2A_5897	KDM2A	0	1	286	17	0	46	0	0	0
CD80_2068	CD80	0	1	575	320	13	117	1	0	0
ADRA2C_367	ADRA2C	0	1	311	40	0	0	0	0	0
NSUN4_7692	NSUN4	0	1	473	723	250	7	0	0	0
ACE2_182	ACE2	0	1	656	145	0	1	4460	19	0
ASH1L_865	ASH1L	0	2	934	497	356	0	1	521	76
CD3D_2004	CD3D	0	1	1463	590	7	14	2778	1008	929
PRMT6_8758	PRMT6	0	1	729	304	1	0	0	0	1
KEAP1_6109	KEAP1	0	1	1257	997	278	0	50	1	2
PDE3A_8036	PDE3A	0	1	637	632	29	261	2	52	0
KANSL3_5457	KANSL3	0	1	442	101	1	0	0	0	3
PARP3_7941	PARP3	0	1	831	444	0	1	0	1	1
EZH2_3395	EZH2	0	1	1136	749	448	25	1086	3	1
TADA2B_10661	TADA2B	0	1	519	303	0	1	0	1	0
NSUN3_7632	NSUN3	0	1	869	468	0	84	21	1	0
RPS6KA5_9431	RPS6KA5	0	1	230	120	0	0	0	7	0
AAVS0028_28	AAVS	0	1	392	334	0	0	0	0	3
PRDM5_8578	PRDM5	0	1	359	244	0	0	0	284	7
CSRP2BP_2590	CSRP2BP	0	1	1179	301	22	83	14	0	1
ARRB1_856	ARRB1	0	1	145	250	0	125	0	1	0
NSUN5_7695	NSUN5	0	1	275	291	105	0	1	0	0
KDM2A_5928	KDM2A	0	1	702	440	113	0	0	8	602
KAT5_5482	KAT5	0	1	399	248	1	0	1591	3	0
TUBG1_11664	TUBG1	0	1	1143	255	0	0	0	0	2
CD33_1996	CD33	0	1	706	449	169	538	9	89	19
PER1_8168	PER1	0	1	139	58	0	0	0	0	1
TFB1M_10876	TFB1M	0	1	238	476	19	4	71	0	0
PDCD1_7998	PDCD1	0	1	1394	1158	602	96	950	19	2
LOXL2_6407	LOXL2	0	1	601	264	6	6	0	7	910
HCAR2_4504	HCAR2	0	1	1019	825	1	87	36	458	8
PNLIP_8382	PNLIP	0	1	211	311	0	101	0	0	0
MMP15_6994	MMP15	0	1	100	215	0	0	0	0	0
RSAD1_9486	RSAD1	0	1	1278	651	0	2186	77	25	2
CD2_1925	CD2	0	1	1245	1175	881	9	408	599	509
DHFR_2889	DHFR	0	1	1034	332	18	3	0	0	2
PLAU_8314	PLAU	0	1	398	369	8	2	42	18	0
TRPV3_11544	TRPV3	0	1	506	289	233	32	14	0	65
TRMT2A_11340	TRMT2A	0	1	703	504	0	23	1	1045	0
KMT2E_6257	KMT2E	0	1	970	406	674	182	193	62	159
LHCGR_6381	LHCGR	0	1	1327	1473	48	7	1689	5	2035
UHRF1_11809	UHRF1	0	1	802	183	1	1686	659	2	1
RTF1_9500	RTF1	0	1	388	101	1	0	10	131	0
HUWE1_4968	HUWE1	0	1	549	80	0	230	471	2	761
TNFSF11_11059	TNFSF11	0	1	298	68	30	0	0	0	0
HPD_4774	HPD	0	2	784	242	137	151	347	7	122
KDM4A_5988	KDM4A	0	1	417	211	0	3526	0	1	0
HDAC7_4636	HDAC7	0	1	166	325	4	4	0	0	0
TSPO_11580	TSPO	0	1	294	358	12	0	16	0	11
CD4_2034	CD4	0	1	257	217	34	35	0	5	0
MS4A2_7246	MS4A2	0	1	920	523	0	94	0	1	2
CA2_1572	CA2	0	1	1418	633	17	105	1	160	496
PPARD_8492	PPARD	0	1	129	546	62	264	4	0	5
ALAD_431	ALAD	0	1	874	477	21	0	27	9	26
KDM8_6090	KDM8	0	1	840	320	0	0	0	15	0
TRPA1_11514	TRPA1	0	1	320	203	262	1	0	0	0
FGFR2_3675	FGFR2	0	1	430	102	10	0	0	0	1
GABRA4_3978	GABRA4	0	1	409	65	0	0	0	0	720
NSUN6_7737	NSUN6	0	1	357	212	0	8	572	2	106
RAMP2_9081	RAMP2	0	1	588	288	39	111	0	97	8
ALKBH6_568	ALKBH6	0	1	711	3	34	0	0	0	49
MYOD1_7361	MYOD1	0	1	502	246	0	214	24	0	0
GABRG3_4070	GABRG3	0	1	499	489	1	42	0	0	0
BIRC5_1192	BIRC5	0	1	1215	879	82	30	12	1	2017
PRKAB1_8659	PRKAB1	0	1	509	392	1	456	19	0	6
MAPK1_6550	MAPK1	0	1	230	192	1	579	20	0	1
BRCC3_1228	BRCC3	0	1	973	464	20	1	25	951	0
JMJD6_5411	JMJD6	0	1	867	355	7	0	11	0	0
SHMT1_9954	SHMT1	0	1	2129	597	126	26	6	0	1
TACR1_10634	TACR1	0	2	1401	1346	1540	1004	181	168	56
RNF20_9243	RNF20	0	1	930	284	1199	312	367	612	0
CKMT1A_2411	CKMT1A	0	1	1119	294	4	124	4379	314	6
ALDH2_446	ALDH2	0	1	264	290	1016	0	1	1	1
KCNJ11_5726	KCNJ11	0	1	638	521	0	24	6606	26	609
SUV420H2_10584	SUV420H2	0	1	533	375	34	0	0	0	0
MTNR1B_7314	MTNR1B	0	1	328	246	0	130	6	58	38
ABCA1_112	ABCA1	0	1	658	209	0	0	0	0	0
VKORC1L1_12017	VKORC1L1	0	1	810	529	97	0	0	0	0
GLP2R_4233	GLP2R	0	1	312	205	0	71	42	17	0
AR_801	AR	0	1	1826	2109	51	83	26	9047	21
BAP1_1068	BAP1	0	1	558	260	41	182	210	110	2
MGC16025_6899	MGC16025	0	1	1186	550	0	34	1	38	10
GABRR2_4116	GABRR2	0	1	706	752	859	6	0	21	125
APBB1_676	APBB1	0	1	786	90	39	13	0	47	0
BRD4_1270	BRD4	0	1	186	199	0	0	27	0	0
RAMP2_9078	RAMP2	0	1	1915	850	18	57	111	0	3
RNMT_9329	RNMT	0	1	595	416	49	14	0	0	0
ACTL6A_203	ACTL6A	0	1	545	15	0	0	0	1	4
TFB1M_10880	TFB1M	0	1	444	117	212	1	6	3107	3
PTGER3_8959	PTGER3	0	1	231	15	0	0	0	0	0
DHFR_2894	DHFR	0	1	450	363	14	1	6	22	2
MAVS_6586	MAVS	0	1	276	328	16	1	0	0	6
NOP2_7483	NOP2	0	2	366	180	0	0	11	0	0
POLE_8422	POLE	0	1	601	101	9	0	0	0	367
MAP1A_6482	MAP1A	0	1	1094	486	2	3	896	3	1
CACNA2D1_1700	CACNA2D1	0	1	737	327	25	244	1	0	33
ALKBH8_604	ALKBH8	0	1	1296	926	4	79	303	1	375
ADH1A_236	ADH1A	0	1	7	38	30	0	0	0	25
ASH2L_881	ASH2L	0	1	157	82	0	0	43	0	0
HNRNPA2B1_4754	HNRNPA2B1	0	1	1532	904	72	52	0	2	514
AR_713	AR	0	1	1128	548	266	1	767	1	11
CD3G_2022	CD3G	0	1	606	373	30	22	0	0	0
PSMB5_8888	PSMB5	0	1	171	0	0	3381	0	2	1
BRPF1_1371	BRPF1	0	1	713	356	0	1	429	0	32
OGT_7790	OGT	0	1	291	230	33	0	16	1	0
TLR9_11033	TLR9	0	1	849	497	30	2	15	0	19
PCGF1_7967	PCGF1	0	1	1054	831	51	55	340	0	4
MAP4_6545	MAP4	0	1	909	257	4	109	16551	27	803
KMT2B_6227	KMT2B	0	1	983	426	968	0	0	422	1
CD274_1948	CD274	0	1	752	803	166	5	0	0	0
POLR1C_8457	POLR1C	0	1	385	148	0	4	0	0	0
TRMT61A_11473	TRMT61A	0	1	286	234	0	30	0	0	1
APEX1_692	APEX1	0	1	546	262	0	0	0	0	3
ADH1A_232	ADH1A	0	1	835	626	822	10	287	2596	13
ABAT_107	ABAT	0	1	783	600	86	0	48	4	1
ABCC2_132	ABCC2	0	1	684	692	221	0	0	11	3
SCTR_9789	SCTR	0	1	214	53	6	10	9	0	0
ING5_5230	ING5	0	1	58	88	84	1	587	2	0
KCND3_5686	KCND3	0	1	904	256	54	5	0	16	19
CHRNA3_2343	CHRNA3	0	1	755	339	1306	710	6	0	0
TUBA4A_11597	TUBA4A	0	1	198	100	0	2	0	0	33
RPL3_9370	RPL3	0	1	362	161	0	4	0	0	0
IFNAR1_5016	IFNAR1	0	1	554	374	5	6	13	0	1728
CKB_2398	CKB	0	1	394	464	210	0	4	604	1
TPK1_11145	TPK1	0	1	540	315	0	4	0	1	3
CD276_1974	CD276	0	1	606	562	11	477	18	1	7
ALKBH5_549	ALKBH5	0	1	173	456	0	1	0	0	105
TRMT10B_11253	TRMT10B	0	1	996	666	105	225	1034	2	135
HTR1D_4877	HTR1D	0	2	234	347	2	0	0	1	661
KIAA1456_6136	KIAA1456	0	1	705	586	0	18	0	13	350
VEGFA_11987	VEGFA	0	1	232	374	24	2604	81	197	1
RXRA_9534	RXRA	0	1	400	567	90	593	0	54	0
KCND2_5677	KCND2	0	1	282	311	257	47	0	0	0
CAMLG_1784	CAMLG	0	1	113	168	1	0	36	0	1
HDAC2_4585	HDAC2	0	1	232	351	59	21043	1	8	0
GNRHR2_4296	GNRHR2	0	0	562	268	112	0	0	0	0
SETDB2_9927	SETDB2	0	0	1439	910	841	20	21	4574	0
SETD8_9900	SETD8	0	0	665	364	0	11	2455	5	0
THUMPD2_10971	THUMPD2	0	0	602	45	0	0	4	10	0
PSMB8_8902	PSMB8	0	0	259	208	16	0	22	0	0
LEPR_6373	LEPR	0	0	997	318	34	339	32	46	29
NPR1_7547	NPR1	0	0	1033	280	10	0	17	0	0
KDM1A_5859	KDM1A	0	0	666	526	0	17	442	0	1
CTLA4_2623	CTLA4	0	0	1127	822	98	10	11	0	146
STAT3_10498	STAT3	0	0	446	189	0	3	0	24	0
CDKAL1_2159	CDKAL1	0	0	1264	888	163	602	1059	290	1
TRMT61B_11506	TRMT61B	0	0	373	242	8	1	0	1	5564
FCGR2B_3576	FCGR2B	0	0	914	351	19	678	3	9	2
TRMT10A_11240	TRMT10A	0	0	1000	478	86	44	72	0	0
TXNRD1_11674	TXNRD1	0	0	1096	776	156	1	681	6	470
YEATS4_12219	YEATS4	0	0	647	434	461	1	0	0	3
MAVS_6609	MAVS	0	0	765	521	0	147	0	0	0
RARB_9110	RARB	0	0	244	304	56	0	0	0	0
TRMT2B_11371	TRMT2B	0	0	614	573	8	70	0	0	29
BAZ2A_1099	BAZ2A	0	0	427	152	0	0	0	9	0
PLG_8346	PLG	0	0	1135	373	653	48	55	107	3
ALKBH1_485	ALKBH1	0	0	757	753	429	487	0	27	0
TBL1X_10791	TBL1X	0	0	594	364	0	1	3	883	1
BRAF_1210	BRAF	0	0	276	172	112	24	23	15	0
GHRHR_4216	GHRHR	0	0	547	289	0	69	97	7	1
HSD3B1_4824	HSD3B1	0	0	1037	619	83	3	40	0	8
SLC18A2_10143	SLC18A2	0	0	353	181	0	0	0	0	16
F2R_3429	F2R	0	0	629	795	128	14	23	30	0
IKBKB_5074	IKBKB	0	0	875	287	1126	1	1306	4	996
NCOA3_7437	NCOA3	0	0	776	559	0	53	250	6	0
TEK_10849	TEK	0	0	1167	545	0	1	0	0	1
GGPS1_4196	GGPS1	0	0	696	143	0	0	0	0	0
KCNK2_5750	KCNK2	0	0	643	613	188	3	35	292	0
EYA3_3320	EYA3	0	0	1347	426	38	26	110	8	11
RNMT_9324	RNMT	0	0	648	287	10	0	0	9	2
PTH2R_9023	PTH2R	0	0	1012	883	18921	222	72	0	1
NEK11_7445	NEK11	0	0	1340	1073	4	65	15	1	0
MSL3_7272	MSL3	0	0	817	503	0	4	10	3690	2
AAVS0087_87	AAVS	0	0	757	420	25	20	172	0	3
TARBP1_10769	TARBP1	0	0	1074	680	274	20	612	3	61
AAVS0023_23	AAVS	0	0	373	241	9	4	0	0	0
EPC1_3228	EPC1	0	0	698	755	17	63	116	115	302
RTF1_9507	RTF1	0	0	561	13	120	124	0	0	0
ADRB3_391	ADRB3	0	0	1002	610	1804	3	1	0	0
HTR7_4954	HTR7	0	0	545	306	13	8	20	0	2
PTGER3_8955	PTGER3	0	0	633	435	50	8	86	7899	0
CDKAL1_2177	CDKAL1	0	0	1966	1105	2375	310	75	248	108
BAZ2A_1100	BAZ2A	0	0	813	265	94	0	0	14	15
TNF_11046	TNF	0	0	1872	1218	304	239	350	164	229
TNFSF13B_11069	TNFSF13B	0	0	1748	979	111	512	192	167	125
NSUN6_7751	NSUN6	0	0	1367	697	2	514	8	75	1
NTRK1_7756	NTRK1	0	0	207	416	341	0	12	793	2
CA14_1560	CA14	0	0	1229	158	12	265	2807	28	19
CTRL0067_2705	CTRL0067	0	0	1147	373	527	5	39	1	170
RNMTL1_9341	RNMTL1	0	0	851	1155	0	0	13	0	10
ELP4_3186	ELP4	0	0	485	839	72	1342	1	27	42
NAA50_7385	NAA50	0	0	937	38	8	12	537	0	1
KCNK3_5760	KCNK3	0	0	589	237	8	0	0	0	64
KDM7A_6082	KDM7A	0	0	511	433	18	3	545	2	0
TRMT44_11421	TRMT44	0	0	1014	388	3	9	0	0	3
ATP4A_956	ATP4A	0	0	788	278	748	39	19	0	9
TRMT61A_11486	TRMT61A	0	0	399	355	5	0	0	0	23
ABCC1_122	ABCC1	0	0	543	197	355	0	0	0	0
TRMT44_11420	TRMT44	0	0	247	199	124	25	0	0	0
CTR9_2631	CTR9	0	0	700	80	0	0	222	167	2
SLC7A11_10280	SLC7A11	0	0	123	67	0	6	4488	12	5
ANXA1_663	ANXA1	0	0	1069	740	900	132	0	139	1
SLC22A8_10178	SLC22A8	0	0	752	491	47	0	0	0	51
BRD4_1256	BRD4	0	0	663	311	0	2	0	0	0
MTNR1B_7311	MTNR1B	0	0	1531	887	268	6	485	257	1
HBA1_4483	HBA1	0	0	567	43	0	9	0	11	0
PDE10A_8027	PDE10A	0	0	393	460	82	29	0	0	0
CHRNB2_2373	CHRNB2	0	0	377	259	12	76	0	0	74
AAVS0069_69	AAVS	0	0	1241	779	278	28	115	454	12
MTNR1B_7309	MTNR1B	0	0	884	182	2	0	15	0	343
MAVS_6651	MAVS	0	0	1485	781	81	11	33	527	0
EPC1_3225	EPC1	0	0	1192	768	143	152	10	23	1
WAC_12067	WAC	0	0	468	352	0	677	0	0	1
GLRA3_4268	GLRA3	0	0	1182	824	36	57631	21	3511	11
FLT3_3728	FLT3	0	0	714	443	38	4	4	0	0
HCAR3_4518	HCAR3	0	0	977	722	0	825	0	2	1
CPS1_2507	CPS1	0	0	329	88	1	0	0	0	0
MAVS_6613	MAVS	0	0	1127	631	1	37	0	1	32
SUDS3_10518	SUDS3	0	0	974	153	96	3	0	0	0
CALCR_1763	CALCR	0	0	776	270	26	0	127	0	3
ADH1B_241	ADH1B	0	0	792	772	33	32	61	23	26
TGS1_10919	TGS1	0	0	346	120	155	5	142	0	445
RPL6_9402	RPL6	0	0	380	71	10	0	15	0	0
ALKBH4_502	ALKBH4	0	0	898	610	5	54	13	9	8
KCNA3_5567	KCNA3	0	0	271	160	90	6	4101	16	24
ATXN7_993	ATXN7	0	0	700	491	7	0	0	104	30
SCNN1G_9772	SCNN1G	0	0	431	167	0	0	0	15	1
WAC_12071	WAC	0	0	909	335	24	63	1468	3	1
CD52_2056	CD52	0	0	1384	632	745	13	8	1	85
THUMPD3_10987	THUMPD3	0	0	1026	541	0	0	0	0	625
TRPA1_11520	TRPA1	0	0	711	522	0	1	0	58	0
BRMS1_1343	BRMS1	0	0	510	459	7	6	59	0	0
KDM5D_6046	KDM5D	0	0	397	213	0	0	0	0	1
SLC25A6_10209	SLC25A6	0	0	866	442	21	0	36	0	10
F5_3439	F5	0	0	731	406	1	1129	0	0	63
TGS1_10916	TGS1	0	0	904	473	0	2213	2123	5	73
RBM14_9139	RBM14	0	0	732	410	128	1	30	0	3
KCNC2_5638	KCNC2	0	0	400	524	1	276	779	1185	1
CACNA1F_1644	CACNA1F	0	0	1420	767	0	7428	564	3	55
ANXA1_656	ANXA1	0	0	973	940	73	7	0	121	13
MSL2_7267	MSL2	0	0	1054	452	115	476	587	1	261
GSR_4424	GSR	0	0	2184	1620	241	33	505	30	731
PPM1F_8505	PPM1F	0	0	644	396	23	8	161	20	504
FTSJ1_3859	FTSJ1	0	0	370	207	0	0	0	0	0
NSUN6_7747	NSUN6	0	0	429	276	476	1	120	233	1
HCFC1_4529	HCFC1	0	0	204	1	0	4	0	0	0
TRMT1_11199	TRMT1	0	0	110	254	34	3	16	0	38
CPT2_2519	CPT2	0	0	324	122	0	0	23	0	1
TAAR1_10622	TAAR1	0	0	1493	817	22	56	5	4104	35
KDM2A_5954	KDM2A	0	0	1352	1066	3	170	67	7	206
YTHDF3_12430	YTHDF3	0	0	880	649	1148	42	439	47	7524
PRDX5_8629	PRDX5	0	0	413	393	0	151	0	45	5
SUZ12_10588	SUZ12	0	0	681	194	1363	186	69	67	301
PSMB1_8855	PSMB1	0	0	299	154	4	0	22	9	12
MMP3_7125	MMP3	0	0	535	1042	10	1	526	1	1
YTHDF3_12434	YTHDF3	0	0	497	612	91	24	7121	12	0
HENMT1_4676	HENMT1	0	0	632	384	20	2	0	222	2277
NSUN4_7663	NSUN4	0	0	2090	1024	6	346	250	12316	13
DRD2_2995	DRD2	0	0	713	631	0	3779	14	1477	0
SKP1_10063	SKP1	0	0	392	229	450	3	31	1	0
BRAF_1209	BRAF	0	0	259	13	0	0	14	0	727
KMT2A_6224	KMT2A	0	0	715	381	662	0	0	11	7
NOXO1_7526	NOXO1	0	0	314	107	53	0	0	0	0
VAMP1_11955	VAMP1	0	0	835	548	10	15	47	8	444
PGR_8198	PGR	0	0	672	499	334	5	6	0	0
F11_3411	F11	0	0	1404	530	34	10	726	2	418
PDE8B_8124	PDE8B	0	0	649	371	13	0	0	1	14
RXRB_9544	RXRB	0	0	1526	512	32	2537	1423	5	364
JAK1_5372	JAK1	0	0	533	232	50	0	0	0	0
RYBP_9564	RYBP	0	0	598	310	34	221	368	9664	3
PRMT6_8806	PRMT6	0	0	465	449	8	62	8	0	1
GABRQ_4097	GABRQ	0	0	138	357	30	2	0	0	1
MME_6922	MME	0	0	1208	627	1	19	52	89	2
OPRD1_7810	OPRD1	0	0	500	71	0	0	0	10	0
HDAC6_4621	HDAC6	0	0	312	242	0	0	31	12	0
WDR82_12132	WDR82	0	0	834	70	28	0	235	0	220
AR_724	AR	0	0	419	268	0	350	0	0	0
RNMT_9310	RNMT	0	0	666	248	25	689	323	7	1
MMP16_7006	MMP16	0	0	627	532	279	3	0	18	217
SQLE_10412	SQLE	0	0	683	280	0	1776	1	0	11
ADRA2C_365	ADRA2C	0	0	540	675	0	6	117	0	7
SNAP25_10385	SNAP25	0	0	369	225	0	37	0	0	13
CACNB2_1728	CACNB2	0	0	816	543	16	199	134	0	10
HRH2_4811	HRH2	0	0	2321	624	10	20	265	7	0
TYR_11692	TYR	0	0	835	819	531	1855	91	3	1
CCKBR_1868	CCKBR	0	0	1475	659	0	0	395	3	0
TRMT5_11426	TRMT5	0	0	420	287	0	0	1	33	349
CACNB1_1715	CACNB1	0	0	300	127	0	9	11	0	1
TRMT44_11410	TRMT44	0	0	962	797	262	1	308	18	61
UBE2B_11751	UBE2B	0	0	1258	642	621	505	12	41	2
ATP6V1B2_974	ATP6V1B2	0	0	1627	216	8	0	0	0	49
LacZ:1446-1465_LacZ_+_6284	LacZ:1446-1465_LacZ_+	0	0	708	780	1	48	319	19	0
KCNA4_5568	KCNA4	0	0	334	135	0	0	0	0	0
ADORA2A_286	ADORA2A	0	0	450	148	0	33	40	1	0
PHF2_8222	PHF2	0	0	2586	1488	6	9	2826	7	16
C10orf54_1399	C10orf54	0	0	1281	432	95	24	8	0	15
KMT2A_6217	KMT2A	0	0	375	139	70	5546	0	5	0
CACNB2_1725	CACNB2	0	0	580	181	299	0	0	0	0
CLCN2_2438	CLCN2	0	0	1335	669	45	480	7	0	31
NR3C1_7576	NR3C1	0	0	442	239	15	0	0	0	23
CA3_1580	CA3	0	0	285	229	10	0	114	0	0
SLC12A2_10095	SLC12A2	0	0	307	263	0	0	0	14	0
SV2A_10602	SV2A	0	0	694	225	184	7	0	105	0
LacZ:2216-2235_LacZ_+_6322	LacZ:2216-2235_LacZ_+	0	0	449	227	1593	0	0	0	0
GRIN2D_4366	GRIN2D	0	0	379	315	0	0	5	1	351
TYMS_11684	TYMS	0	0	1978	933	73	1883	309	48	26
CTRL0005_2643	CTRL0005	0	0	564	319	0	1	141	131	1
AVPR2_1056	AVPR2	0	0	794	658	46	26	263	17	16
GLRA1_4239	GLRA1	0	0	656	334	0	0	259	15	0
TAF12_10696	TAF12	0	0	756	335	16	55	657	25	1
KCNA3_5558	KCNA3	0	0	360	266	79	19	0	0	15
KDM2A_5908	KDM2A	0	0	646	263	4	0	9	0	0
F2_3422	F2	0	0	82	67	0	0	0	0	1
IMPDH2_5204	IMPDH2	0	0	682	474	14	15	0	117	1
TRMT61A_11496	TRMT61A	0	0	704	416	2569	2	2443	54	0
BAZ1A_1075	BAZ1A	0	0	669	344	10897	5	0	12	1
F2_3426	F2	0	0	1729	1317	179	692	519	5398	4
MMP21_7050	MMP21	0	0	760	519	5	2	1	219	6
KDM5C_6043	KDM5C	0	0	446	442	70	347	347	32	0
NSUN6_7752	NSUN6	0	0	804	1188	119	0	188	703	88
TRMT2A_11348	TRMT2A	0	0	757	431	64	1	4	34	95
SERPINB2_9807	SERPINB2	0	0	1223	655	3027	593	27	730	1061
ADRA1D_336	ADRA1D	0	0	1396	422	29	37	35	1	2
CTRL0077_2715	CTRL0077	0	0	1058	386	0	176	622	171	98
KCNE1_5691	KCNE1	0	0	545	448	0	1	17	11	1
CHEK1_2268	CHEK1	0	0	192	79	0	0	84	23	0
USP7_11931	USP7	0	0	477	144	0	0	0	0	3
FSHR_3782	FSHR	0	0	523	703	1	136	0	2	149
YTHDF2_12361	YTHDF2	0	0	1230	720	173	9	29	639	129
TPH1_11127	TPH1	0	0	1143	420	0	1	0	0	370
SCN10A_9623	SCN10A	0	0	649	509	7	4	88	2	4
HDAC11_4574	HDAC11	0	0	1749	1012	127	8	1	6	366
KDM6A_6059	KDM6A	0	0	436	321	284	1	1021	10	0
GUCY2C_4464	GUCY2C	0	0	845	196	4	23	60	0	81
HDAC3_4597	HDAC3	0	0	968	418	163	44	9	87	5
ABCC1_128	ABCC1	0	0	700	135	1	0	386	3	2
FGFR3_3690	FGFR3	0	0	368	327	87	0	0	0	1
TAF10_10687	TAF10	0	0	933	195	8	5	10	16	0
CD80_2069	CD80	0	0	1977	841	81	2	776	3	3
PRMT7_8813	PRMT7	0	0	519	265	11	2	0	84	13
ADRA2B_360	ADRA2B	0	0	1018	428	11	109	4342	68	32
TRIM16_11183	TRIM16	0	0	561	336	7	3	0	0	8
TRRAP_11558	TRRAP	0	0	1325	339	89	501	0	38	2
RNF20_9246	RNF20	0	0	2183	547	0	9	10	0	0
MMP27_7100	MMP27	0	0	1136	570	34	0	43	429	55
FLT1_3720	FLT1	0	0	302	138	9	16	63	0	0
CKMT2_2419	CKMT2	0	0	1987	1232	132	945	30	23	670
SCN4A_9706	SCN4A	0	0	536	316	1	0	19	0	0
CPA4_2495	CPA4	0	0	354	98	5	10	7010	11	0
KIAA1456_6186	KIAA1456	0	0	745	874	812	19	402	1	54
BEND3_1160	BEND3	0	0	733	326	137	360	203	0	2
MTTP_7340	MTTP	0	0	1197	566	16	7	1	21	4
PCSK9_7990	PCSK9	0	0	916	503	3	11	0	0	1
GGPS1_4190	GGPS1	0	0	938	49	0	0	0	1	1
DR1_2975	DR1	0	0	536	108	10	0	1	207	0
DNMT1_2923	DNMT1	0	0	559	153	41	0	45	1	1
NAA60_7394	NAA60	0	0	1207	480	244	65	1032	125	1
RARG_9116	RARG	0	0	661	72	64	33	35	0	2
HCFC1_4527	HCFC1	0	0	737	227	448	0	102	28	0
C3_1460	C3	0	0	341	245	0	3180	770	3	0
CACNA2D2_1712	CACNA2D2	0	0	927	612	0	0	40	1423	3
RARB_9109	RARB	0	0	643	188	9	2	0	0	0
TRRAP_11560	TRRAP	0	0	505	9	1	0	0	0	190
KCNMA1_5783	KCNMA1	0	0	1324	323	36	1	16	0	1
P2RY12_7863	P2RY12	0	0	759	393	1278	436	0	0	13
SCNN1A_9749	SCNN1A	0	0	460	94	83	67	5465	10	0
PRMT3_8733	PRMT3	0	0	736	608	984	1304	175	0	0
YTHDC2_12290	YTHDC2	0	0	1085	885	158	19	988	2	2
DRD5_3028	DRD5	0	0	535	320	1558	319	0	8	63
ABCC2_140	ABCC2	0	0	1233	984	321	2078	112	5	48
GHRHR_4213	GHRHR	0	0	288	247	3	7	9	0	1
GUCY1A2_4450	GUCY1A2	0	0	379	505	58	11	0	0	6
HOPX_4769	HOPX	0	0	850	685	734	0	0	52	3
CRTC2_2556	CRTC2	0	0	1634	991	0	0	233	1	6
UBE2U_11788	UBE2U	0	0	1621	809	492	1195	288	323	1763
AOC3_673	AOC3	0	0	852	645	2	2	0	9	2
SLC6A1_10234	SLC6A1	0	0	1383	942	2727	55	320	1253	199
ACAA1_161	ACAA1	0	0	606	137	25	55	0	0	2
UBE2E1_11760	UBE2E1	0	0	736	251	1	10	109	1	1
HTR1F_4891	HTR1F	0	0	1896	866	91	28	514	178	982
CXXC1_2765	CXXC1	0	0	1214	854	4	4	48	4347	14
ALKBH1_470	ALKBH1	0	0	1544	1279	3740	445	84	90	2079
luciferase:1385-1404_luciferase_+_6435	luciferase:1385-1404_luciferase_+	0	0	1248	873	143	492	260	2	781
KDM5B_6031	KDM5B	0	0	776	301	0	0	133	0	1
CA7_1596	CA7	0	0	1292	309	2762	46	1546	1225	1
POLB_8412	POLB	0	0	294	484	71	1	16	3463	0
PHF20_8237	PHF20	0	0	909	314	0	2	4770	3	7
RPS6KA5_9430	RPS6KA5	0	0	1751	1002	267	72	82	0	187
REST_9184	REST	0	0	397	314	0	8	79	10	49232
GABRA6_3996	GABRA6	0	0	975	234	43	3	1	11	11
CACNA1H_1670	CACNA1H	0	0	254	238	0	0	0	0	0
EYA2_3314	EYA2	0	0	999	880	11	27	1142	1079	39
CD3E_2012	CD3E	0	0	698	814	31	697	127	3	24
EZH2_3388	EZH2	0	0	608	307	0	2	0	0	335
JAK1_5377	JAK1	0	0	783	127	861	0	1	0	0
KDM2A_5939	KDM2A	0	0	1176	834	0	10	192	2	15
RPL4_9379	RPL4	0	0	178	39	0	0	0	1	0
RCOR1_9170	RCOR1	0	0	396	404	15	50	1180	3	2
PBX1_7958	PBX1	0	0	321	323	30	0	0	34	12
TBL1X_10787	TBL1X	0	0	1951	1435	94	83	29	156	2859
GRIA1_4304	GRIA1	0	0	914	770	60	5	673	12	1
MMP16_6997	MMP16	0	0	1304	680	78	2	341	17	99
SSTR5_10489	SSTR5	0	0	175	44	3	0	0	0	14
TAF6L_10745	TAF6L	0	0	740	219	14	10	356	4	53
SKP1_10065	SKP1	0	0	1179	578	173	29	0	15	1
LacZ:1253-1272_LacZ_-_6277	LacZ:1253-1272_LacZ_-	0	0	337	320	4	3	5	3	26
TPO_11160	TPO	0	0	539	438	0	1	0	0	1
PDE10A_8028	PDE10A	0	0	894	522	4249	1	0	0	1
HTR4_4934	HTR4	0	0	1563	859	0	265	391	2	112
TRMT2A_11367	TRMT2A	0	0	1679	384	1	1	18	346	11
PDGFRA_8135	PDGFRA	0	0	1632	768	40	2	21	1226	9
CTR9_2629	CTR9	0	0	1092	405	334	177	340	48	2165
